lon;lat;ele;time
37.281043;-3.070449;3878.6;2020-01-27-09-36-40
37.281014;-3.070462;3877.4;2020-01-27-09-36-44
37.280978;-3.070446;3877.2;2020-01-27-09-36-49
37.280954;-3.070433;3877.2;2020-01-27-09-36-51
37.280922;-3.070414;3877.2;2020-01-27-09-36-56
37.280889;-3.070406;3876.7;2020-01-27-09-37-00
37.280869;-3.070387;3876.3;2020-01-27-09-37-03
37.280838;-3.070366;3875.7;2020-01-27-09-37-07
37.280814;-3.070352;3875.3;2020-01-27-09-37-10
37.280786;-3.070323;3874.6;2020-01-27-09-37-14
37.28076;-3.070299;3873.7;2020-01-27-09-37-18
37.280738;-3.070272;3872.8;2020-01-27-09-37-22
37.280709;-3.070257;3872.1;2020-01-27-09-37-26
37.280678;-3.070254;3871.5;2020-01-27-09-37-30
37.280642;-3.070256;3870.7;2020-01-27-09-37-34
37.280615;-3.07028;3870.1;2020-01-27-09-37-38
37.280591;-3.070293;3869.7;2020-01-27-09-37-41
37.280561;-3.07031;3869.3;2020-01-27-09-37-45
37.280537;-3.070325;3868.9;2020-01-27-09-37-50
37.280507;-3.070322;3868.7;2020-01-27-09-37-57
37.280473;-3.070313;3868.5;2020-01-27-09-38-02
37.280451;-3.070296;3868.3;2020-01-27-09-38-06
37.280429;-3.070262;3867.7;2020-01-27-09-38-10
37.280405;-3.070249;3867.3;2020-01-27-09-38-14
37.280379;-3.070234;3867;2020-01-27-09-38-19
37.28035;-3.07024;3867.4;2020-01-27-09-38-23
37.280315;-3.070245;3867.8;2020-01-27-09-38-27
37.280287;-3.070253;3868.2;2020-01-27-09-38-30
37.280252;-3.07025;3868.4;2020-01-27-09-38-34
37.28022;-3.070244;3868.5;2020-01-27-09-38-38
37.280193;-3.070238;3868.6;2020-01-27-09-38-42
37.280162;-3.070239;3868.8;2020-01-27-09-38-46
37.280126;-3.070242;3868.9;2020-01-27-09-38-50
37.280087;-3.070247;3869.1;2020-01-27-09-38-55
37.280049;-3.070257;3869.2;2020-01-27-09-38-59
37.280022;-3.070266;3869.3;2020-01-27-09-39-01
37.27999;-3.070272;3869.4;2020-01-27-09-39-05
37.279961;-3.070262;3869.4;2020-01-27-09-39-09
37.279928;-3.070254;3869.4;2020-01-27-09-39-13
37.279899;-3.070246;3869.4;2020-01-27-09-39-19
37.279865;-3.070242;3869.4;2020-01-27-09-39-25
37.279835;-3.070243;3869.4;2020-01-27-09-39-29
37.279805;-3.070239;3869.3;2020-01-27-09-39-33
37.279778;-3.070226;3869.3;2020-01-27-09-39-37
37.279747;-3.070211;3869.2;2020-01-27-09-39-41
37.279717;-3.070195;3869.2;2020-01-27-09-39-46
37.279698;-3.070171;3869.2;2020-01-27-09-39-50
37.279672;-3.070154;3869.3;2020-01-27-09-39-55
37.279645;-3.070137;3869.4;2020-01-27-09-39-59
37.279635;-3.070105;3869.4;2020-01-27-09-40-04
37.279619;-3.070075;3869.3;2020-01-27-09-40-08
37.279593;-3.070049;3869.2;2020-01-27-09-40-13
37.279578;-3.070024;3869.2;2020-01-27-09-40-18
37.279547;-3.070015;3869.1;2020-01-27-09-40-22
37.279521;-3.070001;3869.1;2020-01-27-09-40-30
37.279494;-3.070001;3869.1;2020-01-27-09-40-38
37.279493;-3.069972;3868.8;2020-01-27-09-40-57
37.279469;-3.069947;3868.6;2020-01-27-09-41-03
37.279443;-3.069939;3868.3;2020-01-27-09-41-05
37.27942;-3.069923;3868.1;2020-01-27-09-41-08
37.279396;-3.069904;3867.8;2020-01-27-09-41-10
37.279375;-3.069874;3867.4;2020-01-27-09-41-13
37.279361;-3.069846;3867.2;2020-01-27-09-41-16
37.279358;-3.069816;3867.2;2020-01-27-09-41-25
37.279337;-3.069796;3867.2;2020-01-27-09-41-28
37.279314;-3.06978;3867.2;2020-01-27-09-41-32
37.279306;-3.069747;3867.2;2020-01-27-09-41-38
37.279281;-3.069727;3867.2;2020-01-27-09-41-40
37.279231;-3.069709;3867.2;2020-01-27-09-41-43
37.279202;-3.069696;3867.2;2020-01-27-09-41-47
37.279184;-3.069675;3867.3;2020-01-27-09-41-52
37.279161;-3.069656;3867.3;2020-01-27-09-41-54
37.279132;-3.069635;3867.4;2020-01-27-09-41-59
37.279107;-3.069622;3867.4;2020-01-27-09-42-01
37.279072;-3.069604;3867.4;2020-01-27-09-42-05
37.279042;-3.069586;3867.3;2020-01-27-09-42-08
37.279018;-3.06956;3867.3;2020-01-27-09-42-12
37.278994;-3.069541;3867.2;2020-01-27-09-42-18
37.278971;-3.069517;3867.2;2020-01-27-09-42-29
37.278938;-3.069496;3867.2;2020-01-27-09-42-33
37.27891;-3.069488;3867.1;2020-01-27-09-42-36
37.278885;-3.06947;3867.1;2020-01-27-09-42-39
37.278851;-3.06946;3867.1;2020-01-27-09-42-44
37.278825;-3.06945;3867;2020-01-27-09-42-49
37.278792;-3.069436;3867;2020-01-27-09-42-56
37.278766;-3.069415;3867;2020-01-27-09-42-58
37.278743;-3.069391;3866.9;2020-01-27-09-43-01
37.278714;-3.069367;3867.1;2020-01-27-09-43-04
37.278682;-3.069359;3867.2;2020-01-27-09-43-06
37.278655;-3.06936;3867.3;2020-01-27-09-43-09
37.278625;-3.069346;3867.4;2020-01-27-09-43-12
37.27859;-3.069335;3867.5;2020-01-27-09-43-15
37.278565;-3.069315;3867.5;2020-01-27-09-43-17
37.278544;-3.069294;3867.4;2020-01-27-09-43-20
37.27852;-3.069272;3867.3;2020-01-27-09-43-22
37.278498;-3.069255;3867.3;2020-01-27-09-43-25
37.278472;-3.069237;3867.2;2020-01-27-09-43-28
37.278443;-3.069212;3867.1;2020-01-27-09-43-30
37.278417;-3.069194;3867;2020-01-27-09-43-33
37.278396;-3.069176;3866.8;2020-01-27-09-43-35
37.278367;-3.069145;3866.3;2020-01-27-09-43-40
37.278337;-3.069123;3866;2020-01-27-09-43-43
37.278309;-3.069108;3865.6;2020-01-27-09-43-46
37.278274;-3.069093;3865.1;2020-01-27-09-43-49
37.278242;-3.069074;3864.6;2020-01-27-09-43-53
37.278221;-3.069053;3864;2020-01-27-09-43-56
37.2782;-3.069028;3863.3;2020-01-27-09-43-58
37.278187;-3.069003;3862.7;2020-01-27-09-44-01
37.278174;-3.06897;3862;2020-01-27-09-44-04
37.278164;-3.068938;3861.3;2020-01-27-09-44-07
37.27815;-3.068909;3860.7;2020-01-27-09-44-10
37.278139;-3.068883;3860.2;2020-01-27-09-44-12
37.278129;-3.068858;3859.7;2020-01-27-09-44-15
37.27812;-3.068825;3859.1;2020-01-27-09-44-18
37.278115;-3.068797;3858.6;2020-01-27-09-44-20
37.278099;-3.068763;3858.4;2020-01-27-09-44-24
37.278086;-3.068734;3858.2;2020-01-27-09-44-27
37.278078;-3.068704;3858;2020-01-27-09-44-30
37.27807;-3.068677;3857.6;2020-01-27-09-44-32
37.278059;-3.068644;3857.2;2020-01-27-09-44-36
37.278048;-3.068611;3856.7;2020-01-27-09-44-40
37.278036;-3.068583;3856.6;2020-01-27-09-44-43
37.278026;-3.068553;3856.6;2020-01-27-09-44-47
37.278014;-3.068527;3856.6;2020-01-27-09-44-50
37.277997;-3.068493;3855.9;2020-01-27-09-44-54
37.277978;-3.068462;3855.1;2020-01-27-09-44-59
37.277943;-3.068469;3854.4;2020-01-27-09-45-04
37.277912;-3.068478;3853.8;2020-01-27-09-45-09
37.277894;-3.068457;3853.2;2020-01-27-09-45-16
37.277875;-3.068429;3852.5;2020-01-27-09-45-21
37.277864;-3.068401;3851.8;2020-01-27-09-45-26
37.277842;-3.068381;3851;2020-01-27-09-45-30
37.277804;-3.068373;3850;2020-01-27-09-45-35
37.277777;-3.068362;3849.3;2020-01-27-09-45-40
37.277769;-3.068332;3848.4;2020-01-27-09-45-44
37.277762;-3.068298;3847.6;2020-01-27-09-45-48
37.277751;-3.068269;3846.8;2020-01-27-09-45-52
37.277766;-3.068241;3846.1;2020-01-27-09-45-58
37.277769;-3.068204;3845.4;2020-01-27-09-46-02
37.277757;-3.068179;3844.9;2020-01-27-09-46-05
37.277734;-3.068152;3844.2;2020-01-27-09-46-08
37.277715;-3.06813;3843.7;2020-01-27-09-46-10
37.277696;-3.068096;3843;2020-01-27-09-46-15
37.277689;-3.06807;3842.5;2020-01-27-09-46-19
37.277684;-3.06804;3841.9;2020-01-27-09-46-24
37.277678;-3.068013;3841.5;2020-01-27-09-46-29
37.277671;-3.067986;3841.1;2020-01-27-09-46-36
37.27764;-3.067991;3840.6;2020-01-27-09-46-42
37.277612;-3.068001;3840.3;2020-01-27-09-46-49
37.277583;-3.067991;3840.1;2020-01-27-09-46-56
37.27756;-3.067971;3839.9;2020-01-27-09-47-02
37.277533;-3.067973;3839.8;2020-01-27-09-47-07
37.277514;-3.067952;3839.8;2020-01-27-09-47-14
37.277488;-3.067944;3839.8;2020-01-27-09-47-23
37.277464;-3.067964;3839.8;2020-01-27-09-47-31
37.277436;-3.06796;3839.8;2020-01-27-09-47-38
37.277411;-3.06797;3839.9;2020-01-27-09-47-46
37.277407;-3.068;3839.9;2020-01-27-09-47-52
37.277382;-3.068019;3839.9;2020-01-27-09-47-58
37.277345;-3.068014;3839.9;2020-01-27-09-48-02
37.277319;-3.068002;3839.8;2020-01-27-09-48-05
37.277294;-3.067979;3839.7;2020-01-27-09-48-08
37.277265;-3.067964;3839.6;2020-01-27-09-48-14
37.277232;-3.06795;3839.4;2020-01-27-09-48-22
37.277199;-3.067949;3839.1;2020-01-27-09-48-26
37.277167;-3.067953;3838.9;2020-01-27-09-48-31
37.277136;-3.067952;3838.6;2020-01-27-09-48-37
37.277106;-3.067951;3838.3;2020-01-27-09-48-41
37.277071;-3.067944;3837.9;2020-01-27-09-48-45
37.277041;-3.067929;3837.6;2020-01-27-09-48-49
37.277014;-3.067916;3837.2;2020-01-27-09-48-53
37.276993;-3.067895;3836.8;2020-01-27-09-48-57
37.276975;-3.067874;3836.5;2020-01-27-09-49-04
37.276958;-3.067851;3836.2;2020-01-27-09-49-09
37.276941;-3.06783;3835.9;2020-01-27-09-49-14
37.276915;-3.067806;3835.5;2020-01-27-09-49-18
37.276898;-3.067783;3835.2;2020-01-27-09-49-26
37.276875;-3.067767;3835;2020-01-27-09-49-30
37.276851;-3.067744;3834.7;2020-01-27-09-49-34
37.276826;-3.067727;3834.5;2020-01-27-09-49-37
37.276807;-3.067706;3834.4;2020-01-27-09-49-42
37.276776;-3.067683;3834.2;2020-01-27-09-49-47
37.276751;-3.067662;3834;2020-01-27-09-49-51
37.276724;-3.067641;3833.9;2020-01-27-09-49-55
37.276712;-3.067616;3833.8;2020-01-27-09-49-58
37.276701;-3.067589;3833.8;2020-01-27-09-50-01
37.276692;-3.067563;3833.7;2020-01-27-09-50-04
37.276686;-3.067536;3833.7;2020-01-27-09-50-08
37.276677;-3.067501;3833.7;2020-01-27-09-50-13
37.276671;-3.067462;3833.7;2020-01-27-09-50-16
37.276663;-3.067422;3833.8;2020-01-27-09-50-21
37.276658;-3.067387;3833.8;2020-01-27-09-50-24
37.276657;-3.067358;3833.8;2020-01-27-09-50-27
37.276644;-3.067329;3833.9;2020-01-27-09-50-32
37.276477;-3.064839;3830.5;2020-01-27-13-50-53
37.276493;-3.064813;3830.8;2020-01-27-13-50-58
37.276497;-3.064786;3831.1;2020-01-27-13-51-11
37.27649;-3.064754;3831.4;2020-01-27-13-51-23
37.276491;-3.064722;3831.8;2020-01-27-13-51-29
37.276501;-3.064694;3832.2;2020-01-27-13-52-12
37.276495;-3.064661;3832.7;2020-01-27-13-52-19
37.276484;-3.064703;3833.2;2020-01-27-13-53-18
37.276449;-3.064735;3833.7;2020-01-27-13-53-23
37.276433;-3.064713;3834;2020-01-27-13-53-33
37.27641;-3.064696;3834.3;2020-01-27-13-53-46
37.276382;-3.064675;3834.9;2020-01-27-13-53-51
37.27636;-3.064659;3835.3;2020-01-27-13-53-54
37.276335;-3.064645;3835.7;2020-01-27-13-53-59
37.276304;-3.064647;3836.2;2020-01-27-13-54-07
37.276273;-3.064633;3836.6;2020-01-27-13-54-16
37.276245;-3.064632;3837;2020-01-27-13-54-21
37.276236;-3.064598;3837.4;2020-01-27-13-54-29
37.276223;-3.064562;3837.9;2020-01-27-13-54-34
37.276218;-3.064535;3838.2;2020-01-27-13-54-41
37.276215;-3.064505;3838.5;2020-01-27-13-54-47
37.276193;-3.06449;3838.8;2020-01-27-13-54-53
37.276176;-3.064464;3839.1;2020-01-27-13-55-00
37.27616;-3.064439;3839.4;2020-01-27-13-55-06
37.276154;-3.064411;3839.7;2020-01-27-13-55-22
37.27613;-3.064391;3840;2020-01-27-13-55-37
37.276125;-3.064359;3840.4;2020-01-27-13-55-44
37.276135;-3.064329;3840.7;2020-01-27-13-55-49
37.276139;-3.0643;3840.9;2020-01-27-13-55-54
37.27613;-3.064267;3842.7;2020-01-27-13-56-00
37.276105;-3.064249;3843.1;2020-01-27-13-56-07
37.276129;-3.064237;3843.4;2020-01-27-13-56-15
37.276136;-3.064201;3844;2020-01-27-13-56-21
37.276162;-3.064187;3844.4;2020-01-27-13-56-26
37.27619;-3.064189;3844.9;2020-01-27-13-56-32
37.276216;-3.064181;3845.3;2020-01-27-13-56-38
37.276248;-3.064178;3845.7;2020-01-27-13-56-45
37.276276;-3.064172;3846.1;2020-01-27-13-56-51
37.276304;-3.064175;3846.4;2020-01-27-13-56-56
37.276331;-3.064164;3846.8;2020-01-27-13-57-04
37.276359;-3.064169;3847.2;2020-01-27-13-57-12
37.276381;-3.064153;3847.6;2020-01-27-13-57-16
37.276404;-3.064134;3848;2020-01-27-13-57-22
37.276426;-3.064114;3848.4;2020-01-27-13-57-27
37.276454;-3.064082;3848.9;2020-01-27-13-57-35
37.276476;-3.064063;3849.3;2020-01-27-13-57-39
37.276511;-3.064045;3849.8;2020-01-27-13-57-44
37.27655;-3.064031;3850.4;2020-01-27-13-57-47
37.276573;-3.064017;3850.7;2020-01-27-13-57-51
37.276594;-3.063998;3851.1;2020-01-27-13-58-00
37.276607;-3.063973;3851.4;2020-01-27-13-58-09
37.276618;-3.063941;3851.8;2020-01-27-13-58-19
37.276625;-3.063906;3852.3;2020-01-27-13-58-23
37.276643;-3.063884;3852.5;2020-01-27-13-58-28
37.276676;-3.063881;3852.8;2020-01-27-13-58-33
37.276699;-3.063866;3853.1;2020-01-27-13-58-41
37.276724;-3.063846;3853.4;2020-01-27-13-58-49
37.276752;-3.063833;3853.8;2020-01-27-13-58-56
37.276777;-3.06382;3854.1;2020-01-27-13-59-03
37.276806;-3.063822;3854.4;2020-01-27-13-59-11
37.276837;-3.063832;3854.7;2020-01-27-13-59-22
37.276864;-3.063836;3855;2020-01-27-13-59-29
37.27689;-3.063821;3855.4;2020-01-27-13-59-35
37.27692;-3.063819;3855.8;2020-01-27-13-59-44
37.276951;-3.063804;3856.2;2020-01-27-13-59-56
37.276977;-3.063788;3856.6;2020-01-27-14-00-01
37.277004;-3.063779;3856.9;2020-01-27-14-00-09
37.277023;-3.063757;3857.2;2020-01-27-14-00-20
37.277029;-3.063727;3857.6;2020-01-27-14-00-26
37.277041;-3.063697;3857.9;2020-01-27-14-00-33
37.277065;-3.063677;3858.3;2020-01-27-14-00-39
37.277092;-3.063673;3858.7;2020-01-27-14-00-46
37.277122;-3.063665;3859.1;2020-01-27-14-00-57
37.277142;-3.063647;3859.4;2020-01-27-14-01-05
37.27717;-3.063633;3859.9;2020-01-27-14-01-14
37.2772;-3.06362;3860.4;2020-01-27-14-01-22
37.277232;-3.063624;3860.9;2020-01-27-14-01-29
37.277258;-3.063609;3861.4;2020-01-27-14-01-38
37.277272;-3.063582;3862.8;2020-01-27-14-01-50
37.277262;-3.063555;3863.3;2020-01-27-14-01-56
37.277259;-3.063525;3863.8;2020-01-27-14-02-02
37.277278;-3.0635;3864.3;2020-01-27-14-02-11
37.277297;-3.06348;3864.7;2020-01-27-14-02-16
37.277324;-3.063469;3865.1;2020-01-27-14-02-21
37.27734;-3.063439;3865.6;2020-01-27-14-02-36
37.277342;-3.06341;3866;2020-01-27-14-02-43
37.277349;-3.063383;3866.4;2020-01-27-14-02-56
37.277381;-3.063371;3866.8;2020-01-27-14-03-02
37.277418;-3.063355;3867.4;2020-01-27-14-03-09
37.27745;-3.063348;3868;2020-01-27-14-03-17
37.277479;-3.063356;3868.5;2020-01-27-14-03-24
37.277509;-3.063363;3869.1;2020-01-27-14-03-30
37.27754;-3.063347;3869.8;2020-01-27-14-03-37
37.277561;-3.063329;3870.4;2020-01-27-14-03-42
37.277584;-3.063308;3871.2;2020-01-27-14-03-48
37.277595;-3.063274;3872.1;2020-01-27-14-03-56
37.277613;-3.063254;3872.8;2020-01-27-14-04-01
37.277645;-3.063233;3873.8;2020-01-27-14-04-08
37.277676;-3.063224;3874.7;2020-01-27-14-04-21
37.277696;-3.063195;3875.5;2020-01-27-14-04-28
37.277715;-3.063159;3876.5;2020-01-27-14-04-35
37.277728;-3.06313;3877.2;2020-01-27-14-04-41
37.277735;-3.063104;3877.8;2020-01-27-14-04-47
37.277732;-3.063072;3878.5;2020-01-27-14-04-56
37.27773;-3.063045;3879;2020-01-27-14-05-02
37.277751;-3.063023;3879.6;2020-01-27-14-05-08
37.277781;-3.063013;3880.1;2020-01-27-14-05-20
37.277793;-3.062988;3880.6;2020-01-27-14-05-26
37.277782;-3.062961;3881.1;2020-01-27-14-05-38
37.277782;-3.062934;3881.5;2020-01-27-14-05-46
37.27778;-3.062898;3882;2020-01-27-14-05-57
37.277792;-3.06287;3882.4;2020-01-27-14-06-03
37.2778;-3.062842;3882.8;2020-01-27-14-06-12
37.277803;-3.062813;3883.2;2020-01-27-14-06-23
37.277814;-3.062783;3883.6;2020-01-27-14-06-30
37.277833;-3.062763;3884;2020-01-27-14-06-35
37.277848;-3.062738;3884.4;2020-01-27-14-06-42
37.277877;-3.062723;3884.8;2020-01-27-14-06-47
37.277908;-3.062705;3885.4;2020-01-27-14-06-58
37.277932;-3.062686;3885.9;2020-01-27-14-07-01
37.277959;-3.062674;3886.5;2020-01-27-14-07-09
37.27798;-3.062654;3886.5;2020-01-27-14-07-16
37.278;-3.062633;3886.5;2020-01-27-14-07-22
37.27803;-3.062625;3886.5;2020-01-27-14-07-31
37.278055;-3.062636;3886.5;2020-01-27-14-07-49
37.278076;-3.062658;3886.5;2020-01-27-14-07-57
37.278085;-3.062693;3886.5;2020-01-27-14-08-03
37.27809;-3.062721;3886.5;2020-01-27-14-08-10
37.278078;-3.062752;3886.5;2020-01-27-14-08-18
37.278054;-3.06277;3886.5;2020-01-27-14-08-27
37.278045;-3.062744;3886.5;2020-01-27-14-09-38
37.278042;-3.062772;3886.5;2020-01-27-14-11-22
37.278051;-3.062744;3886.5;2020-01-27-14-12-14
37.278024;-3.062738;3886.5;2020-01-27-14-18-18
37.278026;-3.062708;3886.5;2020-01-27-14-18-50
37.278049;-3.062689;3886.5;2020-01-27-14-19-16
37.278059;-3.062662;3886.5;2020-01-27-14-19-20
37.278066;-3.062631;3886.5;2020-01-27-14-19-25
37.278035;-3.062606;3886.5;2020-01-27-14-19-31
37.27801;-3.062586;3886.5;2020-01-27-14-19-36
37.277981;-3.062581;3886.5;2020-01-27-14-19-42
37.277959;-3.062601;3886.5;2020-01-27-14-19-47
37.277934;-3.062618;3886.5;2020-01-27-14-19-50
37.277907;-3.062636;3886;2020-01-27-14-19-54
37.277883;-3.062659;3885.5;2020-01-27-14-19-59
37.277865;-3.06268;3885.1;2020-01-27-14-20-03
37.27786;-3.062715;3884.5;2020-01-27-14-20-07
37.277847;-3.062742;3884.1;2020-01-27-14-20-11
37.27784;-3.062784;3883.6;2020-01-27-14-20-15
37.277839;-3.06282;3883.1;2020-01-27-14-20-19
37.277833;-3.06285;3882.7;2020-01-27-14-20-24
37.277808;-3.06287;3882.3;2020-01-27-14-20-28
37.277786;-3.062889;3881.9;2020-01-27-14-20-32
37.277778;-3.062921;3881.5;2020-01-27-14-20-36
37.277786;-3.062946;3881.1;2020-01-27-14-20-39
37.277783;-3.062976;3880.6;2020-01-27-14-20-44
37.277797;-3.063004;3880.1;2020-01-27-14-20-49
37.277762;-3.063005;3879.4;2020-01-27-14-20-56
37.277738;-3.063029;3878.8;2020-01-27-14-21-02
37.277718;-3.063064;3878;2020-01-27-14-21-06
37.277705;-3.063088;3877.4;2020-01-27-14-21-09
37.277688;-3.063114;3876.8;2020-01-27-14-21-12
37.277671;-3.063146;3876;2020-01-27-14-21-16
37.277662;-3.063186;3875;2020-01-27-14-21-20
37.277635;-3.063203;3874.2;2020-01-27-14-21-24
37.277606;-3.063226;3873.2;2020-01-27-14-21-28
37.277574;-3.063241;3872.3;2020-01-27-14-21-33
37.277554;-3.063262;3871.6;2020-01-27-14-21-36
37.277522;-3.063287;3870.6;2020-01-27-14-21-40
37.277505;-3.063316;3869.8;2020-01-27-14-21-44
37.277474;-3.063331;3869.1;2020-01-27-14-21-49
37.277449;-3.063314;3868.6;2020-01-27-14-21-53
37.277414;-3.063308;3868;2020-01-27-14-21-57
37.277386;-3.063328;3867.4;2020-01-27-14-22-01
37.27736;-3.063342;3867;2020-01-27-14-22-05
37.27733;-3.063348;3866.6;2020-01-27-14-22-09
37.277323;-3.06338;3866.1;2020-01-27-14-22-15
37.277327;-3.063415;3865.7;2020-01-27-14-22-19
37.277322;-3.063447;3865.2;2020-01-27-14-22-23
37.277291;-3.063466;3864.8;2020-01-27-14-22-29
37.277274;-3.063492;3864.3;2020-01-27-14-22-33
37.27727;-3.06353;3863.7;2020-01-27-14-22-37
37.277269;-3.063568;3863;2020-01-27-14-22-41
37.277239;-3.063593;3861.7;2020-01-27-14-22-47
37.277215;-3.063622;3861;2020-01-27-14-22-51
37.277197;-3.06365;3860.4;2020-01-27-14-22-55
37.277188;-3.063678;3859.8;2020-01-27-14-22-58
37.277179;-3.063706;3859.2;2020-01-27-14-23-01
37.277174;-3.063733;3858.6;2020-01-27-14-23-03
37.277167;-3.063774;3857.5;2020-01-27-14-23-07
37.277158;-3.063806;3857.2;2020-01-27-14-23-11
37.277138;-3.063825;3856.9;2020-01-27-14-23-15
37.277115;-3.063841;3856.6;2020-01-27-14-23-20
37.277122;-3.06387;3856.4;2020-01-27-14-23-26
37.277153;-3.063881;3856.1;2020-01-27-14-23-32
37.277161;-3.06391;3855.8;2020-01-27-14-23-37
37.277164;-3.063943;3855.5;2020-01-27-14-23-42
37.277163;-3.063971;3855.2;2020-01-27-14-23-47
37.277133;-3.063978;3854.9;2020-01-27-14-23-52
37.277113;-3.064;3854.6;2020-01-27-14-23-57
37.277088;-3.064025;3854.3;2020-01-27-14-24-02
37.277095;-3.064053;3854;2020-01-27-14-24-09
37.277066;-3.064071;3853.7;2020-01-27-14-24-16
37.277043;-3.064091;3853.4;2020-01-27-14-24-19
37.277032;-3.06412;3853.1;2020-01-27-14-24-25
37.277003;-3.06413;3852.8;2020-01-27-14-24-30
37.276978;-3.064154;3852.4;2020-01-27-14-24-36
37.276979;-3.064186;3852.1;2020-01-27-14-24-41
37.276992;-3.064216;3851.7;2020-01-27-14-24-46
37.276964;-3.064227;3851.4;2020-01-27-14-24-54
37.27696;-3.064258;3851;2020-01-27-14-25-02
37.276931;-3.064262;3850.7;2020-01-27-14-25-07
37.276901;-3.064268;3850.4;2020-01-27-14-25-13
37.276875;-3.064276;3850.1;2020-01-27-14-25-17
37.276843;-3.06429;3849.7;2020-01-27-14-25-22
37.27681;-3.064294;3849.3;2020-01-27-14-25-27
37.276811;-3.064323;3849;2020-01-27-14-25-34
37.276829;-3.064345;3848.7;2020-01-27-14-25-38
37.276833;-3.064379;3848;2020-01-27-14-25-42
37.276821;-3.064406;3847.3;2020-01-27-14-25-45
37.276802;-3.064429;3846.6;2020-01-27-14-25-48
37.276782;-3.064449;3846.1;2020-01-27-14-25-51
37.276768;-3.064483;3845.3;2020-01-27-14-25-55
37.276744;-3.064496;3844.8;2020-01-27-14-26-00
37.276733;-3.064523;3844.2;2020-01-27-14-26-08
37.276733;-3.064554;3843.6;2020-01-27-14-26-20
37.276703;-3.064554;3843;2020-01-27-14-26-30
37.2767;-3.064581;3842.6;2020-01-27-14-26-37
37.276687;-3.064606;3842.1;2020-01-27-14-26-46
37.276699;-3.064641;3841.4;2020-01-27-14-26-52
37.276709;-3.064674;3840.8;2020-01-27-14-26-58
37.276728;-3.064705;3840.1;2020-01-27-14-27-02
37.276734;-3.064732;3839.6;2020-01-27-14-27-07
37.276743;-3.064758;3839.1;2020-01-27-14-27-14
37.27673;-3.064785;3838.5;2020-01-27-14-27-20
37.2767;-3.064797;3838;2020-01-27-14-27-26
37.276659;-3.064788;3837.2;2020-01-27-14-27-30
37.27664;-3.06481;3836.7;2020-01-27-14-27-35
37.276645;-3.064848;3836.1;2020-01-27-14-27-40
37.276655;-3.064877;3835.5;2020-01-27-14-27-43
37.276662;-3.064905;3834.9;2020-01-27-14-27-46
37.276658;-3.064934;3834.4;2020-01-27-14-27-49
37.276635;-3.064964;3833.7;2020-01-27-14-27-53
37.2766;-3.064952;3833;2020-01-27-14-28-00
37.276588;-3.064927;3832.6;2020-01-27-14-28-09
37.276588;-3.064954;3830.8;2020-01-27-14-28-19
37.276592;-3.064984;3830.7;2020-01-27-14-28-27
37.276596;-3.065014;3830.7;2020-01-27-14-28-31
37.276564;-3.064999;3830.7;2020-01-27-14-28-37
37.276535;-3.065;3830.7;2020-01-27-14-28-40
37.276508;-3.064994;3830.7;2020-01-27-14-28-43
37.276486;-3.064977;3830.7;2020-01-27-14-28-46
37.276463;-3.064963;3830.6;2020-01-27-14-28-49
37.276435;-3.064964;3830.6;2020-01-27-14-28-52
37.276402;-3.064968;3830.6;2020-01-27-14-28-56
37.27637;-3.064985;3830.6;2020-01-27-14-29-01
37.276342;-3.064988;3830.6;2020-01-27-14-29-05
37.276794;-3.066042;3838.1;2020-01-28-05-10-59
37.27681;-3.066071;3838.1;2020-01-28-05-11-09
37.276808;-3.066108;3838.6;2020-01-28-05-11-13
37.276793;-3.066142;3839.1;2020-01-28-05-11-17
37.276773;-3.066167;3838.9;2020-01-28-05-11-19
37.276746;-3.066196;3839.4;2020-01-28-05-11-22
37.27673;-3.066222;3839.5;2020-01-28-05-11-25
37.276717;-3.066253;3839.9;2020-01-28-05-11-28
37.276695;-3.066286;3839.5;2020-01-28-05-11-32
37.27667;-3.066324;3839.8;2020-01-28-05-11-36
37.276656;-3.066348;3839.9;2020-01-28-05-11-39
37.276661;-3.066375;3839.9;2020-01-28-05-11-42
37.276675;-3.066404;3840;2020-01-28-05-11-46
37.276694;-3.066441;3840.1;2020-01-28-05-11-50
37.276699;-3.066471;3840.4;2020-01-28-05-11-54
37.276713;-3.066496;3840.4;2020-01-28-05-11-58
37.276739;-3.066522;3840.3;2020-01-28-05-12-04
37.276755;-3.066548;3840.5;2020-01-28-05-12-09
37.276762;-3.066575;3840.3;2020-01-28-05-12-13
37.276785;-3.066593;3840.5;2020-01-28-05-12-17
37.27681;-3.066606;3840.3;2020-01-28-05-12-22
37.276837;-3.066627;3840.5;2020-01-28-05-12-32
37.276859;-3.066652;3840.3;2020-01-28-05-12-37
37.276881;-3.066676;3840.6;2020-01-28-05-12-43
37.276899;-3.0667;3840.4;2020-01-28-05-12-49
37.276927;-3.066715;3840.9;2020-01-28-05-12-55
37.276954;-3.06672;3840.9;2020-01-28-05-13-00
37.276985;-3.06672;3841.2;2020-01-28-05-13-06
37.277021;-3.066726;3841.5;2020-01-28-05-13-12
37.27705;-3.066735;3841.8;2020-01-28-05-13-18
37.277079;-3.066746;3842.2;2020-01-28-05-13-25
37.27711;-3.066744;3842.5;2020-01-28-05-13-31
37.277139;-3.066738;3842.8;2020-01-28-05-13-37
37.277161;-3.066711;3843.2;2020-01-28-05-13-46
